tanaman,ketinggian,hujan,temperatur
cabai,253,1460,21
bayam,60,1629,30
cabai,60,976,20
jambu air,258,2612,10
bayam,1801,1289,20
bayam,1740,1042,24
kentang,2369,3187,23
kentang,1251,3047,23
kentang,537,2653,24
kentang,335,3101,18
kentang,1878,3509,14
jambu air,400,1219,20
cabai,170,1847,22
cabai,1104,1831,20
bayam,27,1005,29
jambu air,133,2092,15
bayam,540,1310,30
stroberi,1254,603,17
bayam,615,1533,23
bayam,713,1293,20
bayam,998,1044,21
stroberi,1127,619,18
jambu air,203,835,11
jambu air,255,1785,12
cabai,835,1083,23
kentang,2049,3580,13
bayam,1118,1075,26
bayam,472,1524,24
jambu air,404,2553,24
stroberi,1060,610,20
cabai,47,969,28
stroberi,1141,695,17
jambu air,220,2991,19
jambu air,405,1684,21
stroberi,1128,612,20
stroberi,1245,600,17
stroberi,1477,681,19
bayam,1651,1461,23
cabai,332,1445,19
bayam,1573,1752,27
jambu air,254,740,25
bayam,544,1339,29
kentang,1591,2825,20
kentang,2007,2465,18
stroberi,1304,660,19
jambu air,8,2851,24
bayam,1788,1010,23
bayam,1439,1826,28
jambu air,194,2709,17
jambu air,104,2714,18
cabai,370,1769,26
bayam,1771,1767,20
cabai,884,1005,25
kentang,2436,2510,13
kentang,1734,2609,16
kentang,2491,2426,24
stroberi,1032,660,19
kentang,1939,3352,16
cabai,655,1146,25
cabai,1227,897,28
bayam,46,1494,28
cabai,1018,1527,26
stroberi,1353,654,19
cabai,472,1603,27
cabai,720,1327,30
jambu air,414,1013,26
kentang,823,2723,14
jambu air,350,1722,16
stroberi,1208,685,20
kentang,486,2978,15
bayam,1487,1048,20
kentang,1643,2838,22
kentang,2271,3176,20
stroberi,1098,625,17
cabai,1166,978,22
bayam,713,1711,21
cabai,313,1107,30
bayam,1526,1297,22
kentang,803,2881,23
kentang,2346,3124,16
cabai,387,1536,21
stroberi,1058,636,17
cabai,1180,961,18
stroberi,1091,616,18
cabai,1399,859,27
stroberi,1149,606,17
bayam,873,1850,21
bayam,1014,1932,24
bayam,1330,1967,26
jambu air,432,1439,21
jambu air,451,1228,24
jambu air,63,2196,12
jambu air,468,2333,22
cabai,1048,1787,24
bayam,153,1457,21
jambu air,184,1117,12
jambu air,312,1073,13
kentang,2502,3397,17
bayam,273,1391,21
stroberi,1003,622,19
kentang,2069,2817,23
jambu air,284,1569,18
cabai,698,1477,20
bayam,756,1027,27
cabai,849,1760,26
jambu air,260,2746,10
jambu air,471,1967,17
bayam,477,1638,22
jambu air,467,1606,25
kentang,965,3507,17
stroberi,1396,681,17
kentang,2273,2606,14
stroberi,1008,617,20
cabai,1230,1472,26
cabai,752,1272,29
stroberi,1414,698,19
cabai,765,1986,24
stroberi,1397,635,19
stroberi,1089,667,18
bayam,1741,1270,26
stroberi,1138,670,19
jambu air,43,2317,13
kentang,1979,2668,19
kentang,2927,3215,17
cabai,1101,813,25
cabai,1248,1927,20
cabai,804,1714,24
bayam,1163,1799,30
bayam,349,1780,26
cabai,139,1774,20
kentang,808,2666,20
stroberi,1240,641,17
cabai,801,821,26
kentang,2903,3405,22
jambu air,26,1013,19
bayam,366,1392,23
jambu air,397,1806,11
bayam,1461,1429,21
kentang,2602,2899,20
kentang,2926,2937,21
bayam,1325,1659,20
kentang,1455,3070,18
stroberi,1296,654,20
stroberi,1208,604,17
kentang,2171,2925,14
stroberi,1155,671,19
jambu air,383,1798,17
cabai,495,1988,28
cabai,1028,1810,24
cabai,1162,1897,28
cabai,684,1992,26
jambu air,301,2156,12
cabai,50,1325,19
cabai,315,1119,21
kentang,2907,3523,14
jambu air,50,2325,14
kentang,2538,2834,16
cabai,228,1790,20
stroberi,1250,683,18
kentang,2131,3146,21
jambu air,315,1404,18
jambu air,48,1251,14
stroberi,1191,695,17
bayam,1041,1331,24
cabai,84,1470,21
cabai,1197,1123,22
stroberi,1351,620,19
cabai,1272,1509,24
bayam,915,1567,21
stroberi,1168,628,17
kentang,965,3465,14
kentang,1231,2790,24
kentang,575,3151,21
cabai,984,1915,29
cabai,132,1421,21
bayam,1557,1453,25
cabai,1230,1979,22
stroberi,1191,687,20
stroberi,1121,690,19
jambu air,166,962,17
bayam,126,1289,20
cabai,802,1673,29
stroberi,1275,601,18
stroberi,1326,670,19
jambu air,479,2825,23
bayam,19,1842,26
cabai,330,1688,28
cabai,977,856,20
jambu air,378,542,26
kentang,1493,3026,20
kentang,1939,2597,24
jambu air,245,1082,12
cabai,714,1564,28
bayam,1097,1232,24
cabai,165,1319,27
cabai,1142,1482,21
bayam,1857,1037,28
jambu air,280,2113,10
stroberi,1392,651,18
kentang,1947,3274,24
stroberi,1372,633,17
cabai,38,1341,24
stroberi,1247,700,17
bayam,1831,1389,21
jambu air,230,944,19
kentang,1122,2817,18
kentang,2889,2646,23
kentang,1527,2562,13
stroberi,1340,673,17
stroberi,1042,677,19
stroberi,1367,664,17
stroberi,1089,621,19
kentang,957,2485,18
cabai,957,1544,26
stroberi,1217,663,19
kentang,569,3322,19
cabai,312,857,29
stroberi,1402,600,19
kentang,1928,3062,19
bayam,633,1488,20
jambu air,472,601,13
jambu air,318,1659,16
jambu air,405,2122,24
cabai,405,1907,18
cabai,1355,1136,26
cabai,1372,1232,20
cabai,1108,1858,27
kentang,1184,3092,18
kentang,509,3007,20
kentang,380,3101,22
jambu air,366,1725,23
bayam,564,1168,29
kentang,1846,2687,19
stroberi,1378,603,18
jambu air,102,2204,26
jambu air,273,1644,20
kentang,2818,2410,21
stroberi,1200,603,20
cabai,1077,1430,29
kentang,2407,2490,18
kentang,468,2647,21
bayam,1546,1460,20
cabai,804,1479,22
bayam,966,1265,30
stroberi,1220,633,19
cabai,955,1976,24
stroberi,1123,666,20
bayam,665,1910,21
kentang,2103,3542,15
bayam,278,1904,27
kentang,2977,3041,18
cabai,560,1886,28
jambu air,428,2777,13
jambu air,258,1581,24
cabai,721,1824,28
jambu air,6,2820,27
kentang,1807,2884,14
jambu air,267,1070,12
bayam,843,1210,27
stroberi,1078,683,17
kentang,2252,2557,23
bayam,271,1241,27
bayam,1634,1302,29
kentang,1078,3281,17
kentang,1098,2476,17
stroberi,1401,614,18
bayam,387,1174,24
bayam,1831,1145,28
cabai,812,1219,22
jambu air,199,1696,10
jambu air,71,776,13
kentang,2253,2439,20
jambu air,179,507,24
kentang,1063,3211,13
cabai,1363,1592,23
cabai,320,1087,28
kentang,1856,3411,16
jambu air,281,602,24
cabai,1079,1524,26
kentang,868,2939,20
bayam,367,1780,23
cabai,146,1425,29
jambu air,255,2844,17
kentang,2415,2669,17
bayam,1222,1494,27
jambu air,114,1470,14
jambu air,234,2206,27
cabai,1396,1333,24
jambu air,352,2588,24
bayam,810,1240,30
jambu air,243,1869,15
bayam,1126,1740,27
jambu air,33,2839,14
bayam,1311,1958,24
cabai,436,1200,24
kentang,515,3434,24
kentang,1117,2689,24
bayam,883,1106,21
jambu air,291,1995,16
stroberi,1399,667,19
kentang,1666,2418,17
bayam,1040,1748,30
cabai,667,1261,25
stroberi,1286,646,20
stroberi,1440,697,17
bayam,762,1847,27
stroberi,1356,633,18
cabai,126,1276,26
cabai,997,1236,26
kentang,2231,2961,19
cabai,1366,1093,23
stroberi,1290,629,18
jambu air,346,637,21
kentang,1883,3538,15
jambu air,149,1726,23
kentang,1361,3002,15
stroberi,1491,622,17
bayam,1800,1776,23
jambu air,136,951,15
kentang,844,2907,20
stroberi,1412,656,19
cabai,184,1182,20
stroberi,1264,653,18
jambu air,264,1574,11
stroberi,1222,644,18
bayam,196,1836,21
stroberi,1287,659,17
cabai,902,1258,26
bayam,280,1544,29
stroberi,1110,615,17
cabai,339,1880,24
jambu air,305,1947,23
bayam,1071,1962,20
kentang,825,3226,17
bayam,493,1482,24
jambu air,295,1709,23
stroberi,1077,657,19
bayam,1094,1584,22
kentang,427,2615,13
bayam,1683,1589,22
kentang,1730,3142,17
stroberi,1492,669,17
jambu air,216,1886,17
cabai,252,1949,18
jambu air,440,1841,13
cabai,802,1483,21
bayam,1203,1314,29
stroberi,1061,630,19
bayam,1855,1914,23
kentang,317,2519,21
stroberi,1342,613,18
kentang,2918,3552,16
bayam,434,1593,27
jambu air,429,872,14
jambu air,478,2870,21
bayam,796,1273,26
bayam,841,1361,30
bayam,1826,1982,21
kentang,1329,2633,17
bayam,1332,1337,26
kentang,2310,2751,23
jambu air,238,1232,22
jambu air,272,583,13
bayam,1475,1639,22
cabai,688,837,27
bayam,1541,1638,29
stroberi,1363,645,17
stroberi,1336,653,18
bayam,498,1835,23
kentang,1149,2821,19
cabai,359,1874,19
cabai,114,1423,26
jambu air,162,1805,10
bayam,567,1290,28
cabai,1164,1532,29
bayam,1181,1883,28
jambu air,213,1837,27
cabai,644,1336,24
stroberi,1456,671,17
cabai,711,1110,21
bayam,140,1138,27
stroberi,1246,610,17
cabai,1278,1367,24
stroberi,1247,650,18
jambu air,212,2160,17
jambu air,357,2557,20
stroberi,1321,623,18
cabai,733,1915,20
kentang,1456,2950,13
kentang,1783,3048,22
jambu air,285,762,27
stroberi,1303,629,20
bayam,702,1045,24
jambu air,14,2777,11
stroberi,1385,637,18
bayam,580,1607,27
stroberi,1175,609,19
kentang,520,3323,22
kentang,2558,3575,24
stroberi,1002,681,18
cabai,251,1263,26
cabai,737,1720,20
stroberi,1233,653,17
bayam,1912,1130,30
jambu air,275,2463,10
jambu air,81,1899,22
stroberi,1211,633,19
cabai,1092,1460,25
cabai,170,926,19
stroberi,1081,648,18
stroberi,1394,624,20
cabai,213,1610,20
bayam,953,1365,30
cabai,466,1606,20
kentang,595,3380,19
cabai,1378,1357,19
jambu air,185,1304,15
cabai,316,1439,23
stroberi,1104,634,19
kentang,1255,3373,18
jambu air,93,1546,25
stroberi,1419,654,19
stroberi,1336,652,20
jambu air,158,2185,15
cabai,445,1372,19
cabai,79,1128,20
stroberi,1183,662,18
jambu air,337,1796,14
cabai,749,1755,21
cabai,1112,1404,29
cabai,545,1698,28
jambu air,93,2484,22
stroberi,1105,645,18
kentang,1262,3008,24
jambu air,297,1775,16
kentang,485,3062,16
stroberi,1182,635,17
stroberi,1395,680,17
kentang,1378,3188,16
jambu air,431,2852,12
jambu air,411,2657,27
stroberi,1190,614,20
jambu air,343,1590,15
cabai,77,1244,23
stroberi,1255,655,18
stroberi,1348,652,18
kentang,2962,3407,22
kentang,1803,3365,17
kentang,2334,2488,14
jambu air,322,2376,13
stroberi,1343,603,18
stroberi,1298,638,20
stroberi,1261,686,20
kentang,2282,3307,21
bayam,1074,1741,29
jambu air,282,602,18
jambu air,345,1280,22
jambu air,488,2578,18
jambu air,100,2517,16
cabai,1152,836,23
cabai,252,1122,25
stroberi,1206,636,17
kentang,969,2894,14
cabai,877,1533,20
kentang,1679,2683,16
kentang,399,3202,17
bayam,719,1892,23
cabai,1126,1375,30
kentang,770,3232,17
jambu air,194,2680,10
jambu air,313,593,15
jambu air,237,2757,14
bayam,295,1482,22
bayam,1692,1667,22
kentang,1118,2436,23
bayam,166,1983,29
stroberi,1329,673,17
kentang,1735,2843,17
jambu air,287,1363,17
jambu air,368,964,14
kentang,2367,2693,16
bayam,515,1301,21
jambu air,290,1830,19
bayam,256,1279,20
cabai,686,1998,22
stroberi,1252,636,18
jambu air,54,1087,16
jambu air,35,594,19
bayam,841,1390,30
jambu air,291,963,18
bayam,1958,1995,27
jambu air,395,2196,18
jambu air,74,1753,19
stroberi,1138,603,20
bayam,1784,1316,27
stroberi,1087,674,20
cabai,642,917,21
bayam,373,1162,29
cabai,278,1389,27
cabai,1079,1883,23
jambu air,414,655,28
kentang,624,3407,18
jambu air,156,1142,14
jambu air,182,1256,21
jambu air,385,2946,10
bayam,1568,1845,24
stroberi,1096,607,19
stroberi,1362,613,20
jambu air,174,2143,28
kentang,823,3051,14
bayam,605,1879,24
bayam,967,1145,27
jambu air,404,1419,20
jambu air,336,1582,25
bayam,1398,1607,27
stroberi,1465,656,20
stroberi,1102,651,17
kentang,2806,2467,14
jambu air,172,2884,16
bayam,1605,1793,27
kentang,683,2406,24
cabai,798,1710,20
jambu air,6,1071,23
jambu air,9,1047,14
jambu air,252,2188,27
jambu air,476,2957,24
cabai,776,1644,24
kentang,1367,2817,20
stroberi,1241,644,19
stroberi,1464,682,20
cabai,740,1324,21
kentang,1518,3583,24
kentang,1291,2659,21
jambu air,163,944,21
kentang,910,2577,18
kentang,1331,3479,17
jambu air,338,2447,24
cabai,156,1243,24
stroberi,1363,657,18
jambu air,274,933,23
kentang,2325,2535,24
bayam,1020,1876,20
stroberi,1299,685,19
kentang,725,2473,20
jambu air,287,1701,25
jambu air,301,2920,15
kentang,1971,3112,13
stroberi,1094,672,17
kentang,2301,3107,21
bayam,909,1358,30
jambu air,88,2510,18
bayam,634,1759,28
stroberi,1485,611,19
cabai,1290,1465,24
stroberi,1418,609,17
bayam,285,1607,26
bayam,1221,1073,29
stroberi,1167,604,20
jambu air,50,1314,28
bayam,1546,1784,23
bayam,1069,1691,23
cabai,830,1027,24
kentang,2878,2974,23
bayam,1802,1211,21
cabai,1363,1060,21
stroberi,1036,677,18
bayam,1328,1399,24
bayam,1397,1034,26
bayam,1211,1751,27
jambu air,494,2397,16
cabai,414,982,30
kentang,2644,2565,17
stroberi,1157,608,18
bayam,1567,1544,28
bayam,231,1907,20
jambu air,420,2454,18
stroberi,1215,672,17
jambu air,85,602,17
stroberi,1080,668,18
stroberi,1335,646,19
stroberi,1341,688,17
kentang,2465,2837,21
stroberi,1076,668,17
bayam,1082,1823,22
jambu air,251,2261,28
cabai,1096,1277,21
bayam,717,1779,25
kentang,1896,2841,14
cabai,668,1082,30
stroberi,1409,699,18
stroberi,1407,644,20
bayam,332,1791,29
bayam,1739,1031,24
stroberi,1004,604,19
jambu air,188,2485,12
jambu air,447,2423,28
bayam,768,1552,21
stroberi,1007,655,19
jambu air,156,744,21
bayam,1422,1225,24
bayam,162,1397,22
cabai,871,1568,28
stroberi,1489,629,17
jambu air,458,1697,14
cabai,1019,1410,29
stroberi,1263,677,18
stroberi,1152,682,20
jambu air,324,2077,22
stroberi,1027,603,18
jambu air,349,1261,10
jambu air,360,2955,27
cabai,137,1747,21
jambu air,347,1943,11
kentang,1670,3293,13
stroberi,1431,679,19
kentang,653,2658,22
bayam,1794,1624,20
bayam,1561,1025,23
kentang,1471,3078,21
stroberi,1278,625,20
cabai,1323,1548,19
stroberi,1351,610,20
bayam,543,1839,21
jambu air,396,1427,14
kentang,750,3237,17
bayam,1845,1599,29
cabai,1155,932,22
cabai,1031,1039,24
bayam,1603,1122,21
jambu air,178,2576,26
kentang,2879,3245,23
jambu air,50,1031,26
stroberi,1089,664,19
cabai,728,1602,23
kentang,602,3335,13
stroberi,1093,639,19
bayam,1698,1056,30
jambu air,223,645,14
cabai,1187,885,23
bayam,766,1577,27
cabai,1225,1045,30
stroberi,1014,661,17
jambu air,227,523,18
cabai,1265,1600,27
cabai,1282,1702,29
cabai,1348,814,25
kentang,2661,3591,15
cabai,1113,1921,24
bayam,975,1342,30
bayam,1153,1088,22
stroberi,1003,619,19
stroberi,1329,616,20
cabai,497,1460,19
jambu air,74,2862,24
bayam,1593,1973,26
jambu air,252,923,15
jambu air,303,2928,21
kentang,1925,2923,14
kentang,1081,3210,19
stroberi,1459,699,20
cabai,264,1094,24
cabai,1102,1108,23
jambu air,411,2713,20
bayam,1947,1030,29
cabai,1229,1455,19
jambu air,319,524,12
stroberi,1117,654,19
kentang,1694,2698,19
bayam,290,1211,23
cabai,1183,1772,18
bayam,722,1101,26
bayam,365,1316,26
stroberi,1175,640,17
stroberi,1209,647,18
stroberi,1451,664,17
jambu air,360,969,16
cabai,881,1084,30
jambu air,26,940,20
stroberi,1398,669,18
kentang,620,2840,19
cabai,231,1139,28
kentang,1415,2660,13
cabai,373,1184,30
stroberi,1315,612,17
bayam,238,1562,29
jambu air,324,2495,28
kentang,2873,3267,19
kentang,828,3018,18
kentang,837,2897,20
kentang,1613,2994,21
bayam,205,1360,29
stroberi,1315,615,20
stroberi,1143,678,17
cabai,840,1778,24
bayam,969,1849,21
jambu air,146,1335,22
bayam,436,1808,29
stroberi,1204,641,20
bayam,1502,1667,20
stroberi,1053,673,18
stroberi,1449,696,20
bayam,1681,1163,29
jambu air,418,2102,22
kentang,978,3079,18
cabai,793,1231,18
kentang,922,3114,18
jambu air,422,2665,25
cabai,407,1579,21
jambu air,130,1346,21
kentang,1392,3242,23
jambu air,247,1654,27
kentang,2067,2863,18
jambu air,123,1200,12
bayam,1749,1834,28
stroberi,1034,674,19
bayam,244,1327,26
kentang,1727,2893,15
jambu air,174,516,25
cabai,533,1246,26
bayam,1522,1835,22
cabai,74,1327,22
cabai,1133,1014,26
jambu air,385,671,18
bayam,1863,1888,26
kentang,410,3099,20
cabai,105,1768,21
cabai,557,1476,20
kentang,1590,3575,23
jambu air,250,631,18
cabai,1326,1733,26
stroberi,1370,671,18
kentang,1153,3282,18
cabai,1161,1141,28
bayam,82,1730,29
bayam,1855,1513,20
stroberi,1125,601,20
kentang,2871,2446,19
stroberi,1498,626,17
cabai,398,881,29
bayam,1656,1519,21
bayam,1582,1431,25
jambu air,219,1883,19
cabai,1102,1242,26
kentang,2922,2455,23
cabai,328,1371,22
kentang,1533,2821,18
bayam,1368,1158,22
jambu air,375,2911,21
stroberi,1383,675,20
cabai,1271,1001,29
bayam,1909,1762,25
cabai,582,1253,23
jambu air,74,1937,24
kentang,1462,3307,17
cabai,784,1461,21
stroberi,1290,667,19
bayam,1745,1367,21
bayam,1074,1988,25
kentang,1518,2550,23
stroberi,1153,643,18
cabai,1204,1797,24
stroberi,1401,628,17
kentang,1744,3102,18
bayam,96,1982,23
stroberi,1303,680,19
cabai,833,1619,27
jambu air,461,2110,27
stroberi,1188,639,18
jambu air,107,1465,16
jambu air,64,1262,11
stroberi,1480,695,20
bayam,1901,1994,24
cabai,955,1632,20
cabai,340,1085,26
cabai,581,1533,21
jambu air,199,2978,28
stroberi,1221,680,17
cabai,1224,1409,29
kentang,463,2671,20
bayam,215,1760,25
kentang,2644,2753,14
jambu air,320,2054,21
cabai,949,1167,19
cabai,1020,1526,19
stroberi,1337,660,19
stroberi,1017,623,17
cabai,260,1308,25
kentang,1623,3303,15
stroberi,1369,639,20
cabai,952,1091,24
kentang,2177,2744,18
kentang,1411,3100,20
jambu air,311,707,25
cabai,68,1543,22
kentang,2842,2613,15
cabai,481,1851,19
cabai,577,1323,25
stroberi,1359,700,17
kentang,366,3594,14
kentang,1969,2459,20
stroberi,1479,685,17
jambu air,432,1430,23
jambu air,371,1754,27
bayam,388,1462,21
cabai,779,1163,29
kentang,1333,3525,15
bayam,780,1140,22
bayam,870,1731,20
kentang,2844,2586,20
bayam,1358,1884,29
stroberi,1151,636,17
stroberi,1417,637,18
cabai,1343,809,28
jambu air,273,1717,13
jambu air,26,1732,10
jambu air,133,664,12
bayam,1870,1535,29
stroberi,1260,653,20
stroberi,1054,638,19
bayam,845,1687,22
kentang,2514,3380,19
stroberi,1387,654,20
bayam,1197,1204,23
jambu air,284,1519,13
cabai,94,814,28
kentang,1043,3039,24
stroberi,1089,639,17
jambu air,282,522,23
cabai,443,887,29
jambu air,378,587,24
kentang,1443,2956,14
kentang,1778,2628,17
kentang,1411,2842,20
bayam,414,1055,24
stroberi,1255,650,18
kentang,397,2761,20
bayam,162,1242,28
bayam,1323,1699,30
bayam,571,1282,24
cabai,1275,1575,28
kentang,1856,2624,21
jambu air,252,1214,22
bayam,1209,1362,21
cabai,760,1273,30
bayam,151,1768,25
kentang,2084,2557,23
stroberi,1298,644,17
bayam,129,1017,26
bayam,1402,1865,27
bayam,794,1891,27
kentang,2566,3024,24
jambu air,264,1887,18
kentang,2446,3002,21
kentang,1828,2805,18
cabai,50,1536,30
stroberi,1093,625,20
jambu air,17,1188,12
cabai,588,803,25
bayam,743,1807,24
bayam,1526,1549,24
cabai,1244,1025,24
jambu air,171,686,14
jambu air,293,2655,28
cabai,261,1117,20
jambu air,340,1778,25
bayam,1552,1484,23
jambu air,445,2832,14
jambu air,287,2230,17
bayam,1586,1469,24
stroberi,1205,603,19
jambu air,27,658,26
bayam,1842,1055,24
stroberi,1262,619,19
jambu air,414,2678,13
jambu air,39,2258,22
cabai,56,944,29
jambu air,226,653,14
cabai,566,1939,22
stroberi,1105,670,19
kentang,2945,3163,14
stroberi,1309,689,19
jambu air,134,2558,28
cabai,1151,954,30
stroberi,1186,695,20
stroberi,1080,688,18
bayam,1911,1486,20
stroberi,1464,659,18
cabai,795,804,30
stroberi,1163,609,20
bayam,816,1921,21
kentang,1203,2568,23
stroberi,1395,611,20
kentang,1169,3133,16
kentang,1542,2650,20
cabai,1163,1503,24
kentang,719,2742,15
kentang,405,2504,19
kentang,2886,2525,18
stroberi,1076,670,20
kentang,416,3289,21
bayam,281,1661,30
bayam,446,1724,25
bayam,1575,1945,25
kentang,2318,3037,19
stroberi,1450,689,20
bayam,1896,1451,20
jambu air,40,1170,24
kentang,1362,3510,21
cabai,147,1912,20
cabai,881,962,22
bayam,1398,1881,30
jambu air,228,2153,11
stroberi,1357,624,17
kentang,1510,3060,14
bayam,1136,1748,29
stroberi,1023,652,18
bayam,1847,1157,28
cabai,629,1517,23
kentang,1241,3073,23
stroberi,1161,694,17
jambu air,59,1088,25
bayam,92,1032,29
jambu air,377,585,11
stroberi,1189,606,17
stroberi,1500,610,17
stroberi,1135,643,19
jambu air,262,682,19
bayam,291,1102,25
cabai,1028,966,19
stroberi,1243,698,20
kentang,1831,3585,16
kentang,1337,3166,24
kentang,2645,3233,22
kentang,1341,3457,21
kentang,1624,2460,15
kentang,644,3333,19
stroberi,1367,660,17
bayam,1325,1121,22
bayam,10,1790,29
bayam,527,1479,28
jambu air,243,2589,28
cabai,409,1519,30
cabai,1312,1943,20
bayam,439,1071,20
bayam,1087,1700,30
bayam,693,1216,21
cabai,697,1048,19
jambu air,239,2335,22
stroberi,1441,697,17
cabai,717,1202,21
kentang,1258,3560,16
kentang,1677,2413,18
stroberi,1493,635,19
kentang,1211,2763,16
stroberi,1297,606,19
cabai,1259,1484,29
kentang,2737,2965,14
bayam,697,1547,20
stroberi,1038,630,20
bayam,1796,1515,22
bayam,413,1545,29
cabai,581,861,25
bayam,1426,1520,20
cabai,567,854,20
jambu air,309,1398,15
jambu air,415,585,24
bayam,232,1216,27
jambu air,356,1962,16
kentang,484,2473,23
stroberi,1297,612,20
cabai,983,1247,30
jambu air,487,2108,16
kentang,1896,3251,15
cabai,701,1350,26
kentang,1671,2994,19
cabai,522,1263,30
cabai,527,1804,28
bayam,618,1125,28
bayam,968,1581,26
bayam,1379,1955,27
jambu air,200,542,18
cabai,1052,1113,29
jambu air,297,649,12
jambu air,56,2818,13
stroberi,1185,607,17
jambu air,215,1879,11
kentang,564,2500,21
stroberi,1495,698,20
jambu air,385,2610,23
kentang,973,3380,22
stroberi,1285,603,18
bayam,1264,1353,24
bayam,1449,1962,23
bayam,218,1553,24
bayam,45,1271,25
jambu air,285,912,19
jambu air,278,1619,24
cabai,485,1775,20
jambu air,107,1975,15
jambu air,426,748,19
cabai,1379,1096,20
bayam,976,1720,22
jambu air,441,2276,14
stroberi,1213,690,19
kentang,349,3561,17
stroberi,1272,637,20
kentang,466,2469,20
cabai,878,1371,29
stroberi,1228,698,19
jambu air,90,1077,23
kentang,2270,2649,16
bayam,1335,1400,30
kentang,1823,3157,13
jambu air,114,1296,23
stroberi,1110,664,18
jambu air,76,2012,21
stroberi,1117,644,20
stroberi,1212,698,18
bayam,1529,1002,26
kentang,1115,3379,15
cabai,187,1264,26
cabai,484,1460,30
kentang,2752,3358,14
stroberi,1335,663,19
stroberi,1041,700,17
bayam,1058,1802,24
cabai,949,914,19
cabai,306,1853,29
bayam,1157,1980,20
cabai,325,1847,26
jambu air,392,2061,25
kentang,1833,3200,18
cabai,353,1313,28
bayam,1996,1620,23
kentang,1592,2959,24
stroberi,1368,641,17
bayam,829,1055,25
stroberi,1202,665,19
jambu air,304,2673,27
kentang,1570,3280,22
kentang,1477,2493,18
cabai,756,899,24
stroberi,1047,689,19
jambu air,139,927,28
stroberi,1412,605,18
bayam,1190,1860,24
cabai,966,943,30
kentang,2392,3524,17
jambu air,216,806,14
bayam,106,1481,22
kentang,1523,3179,21
stroberi,1225,670,18
kentang,629,3191,16
stroberi,1070,616,18
jambu air,328,1559,20
jambu air,305,2063,11
jambu air,496,2261,24
bayam,1869,1495,27
bayam,1852,1800,20
kentang,2643,3179,15
cabai,1029,1367,22
stroberi,1476,633,17
cabai,1188,1863,27
stroberi,1121,611,20
stroberi,1188,626,17
stroberi,1431,665,17
bayam,1347,1353,27
stroberi,1376,612,18
cabai,1187,986,26
jambu air,259,706,28
cabai,479,1473,18
cabai,831,1521,21
cabai,719,1166,23
cabai,836,1511,30
jambu air,487,959,28
bayam,1471,1843,29
cabai,1239,1377,19
stroberi,1082,601,20
stroberi,1396,655,20
cabai,211,1785,23
bayam,1428,1340,25
cabai,329,1342,26
bayam,160,1250,21
cabai,519,1302,18
bayam,1806,1616,22
jambu air,28,900,20
jambu air,306,1611,10
bayam,1652,1782,23
stroberi,1465,609,20
stroberi,1394,697,19
cabai,180,1193,27
kentang,1937,2838,24
cabai,514,1883,23
stroberi,1492,682,20
stroberi,1042,619,17
stroberi,1461,610,18
jambu air,196,2030,13
bayam,904,1001,30
cabai,338,1012,20
stroberi,1113,604,17
cabai,1088,1122,19
jambu air,328,1325,18
stroberi,1427,683,20
stroberi,1077,688,20
jambu air,485,660,22
kentang,1025,3519,23
bayam,1131,1750,25
stroberi,1353,669,17
stroberi,1182,626,20
jambu air,371,635,22
kentang,407,3078,14
cabai,1289,1188,30
cabai,171,1062,29
cabai,914,1304,23
cabai,694,1831,20
cabai,1116,1949,18
stroberi,1128,659,17
cabai,41,921,22
kentang,1510,2711,21
kentang,2123,3215,15
jambu air,331,1721,19
bayam,721,1786,22
cabai,977,1927,18
stroberi,1226,671,19
kentang,2155,2681,14
cabai,411,909,24
cabai,1231,1717,19
jambu air,47,1035,28
jambu air,468,1888,28
stroberi,1084,650,19
bayam,1847,1400,27
stroberi,1245,655,19
cabai,895,1455,23
bayam,243,1126,29
bayam,1877,1041,27
kentang,2144,2927,23
bayam,1295,1985,20
cabai,404,1085,25
kentang,1732,3453,15
stroberi,1324,624,17
stroberi,1008,675,19
bayam,1590,1642,23
cabai,390,1319,26
stroberi,1389,698,17
cabai,205,1027,29
jambu air,327,2804,20
jambu air,489,957,23
jambu air,312,1910,14
jambu air,13,2192,18
bayam,1509,1246,26
kentang,2509,2894,22
bayam,668,1614,25
stroberi,1256,604,19
cabai,967,1099,28
stroberi,1080,651,18
kentang,1664,2795,22
stroberi,1365,672,17
cabai,640,1947,22
cabai,558,1135,30
cabai,307,965,27
stroberi,1009,684,18
stroberi,1264,667,18
cabai,927,1235,25
kentang,1688,2451,20
cabai,1294,1222,20
jambu air,390,1046,15
stroberi,1363,643,19
bayam,1384,1368,30
stroberi,1199,600,19
kentang,1948,3199,20
stroberi,1216,683,17
jambu air,498,2845,19
cabai,77,1992,19
kentang,1214,3258,17
bayam,1053,1220,30
jambu air,337,2193,26
cabai,672,837,29
bayam,1864,1739,28
stroberi,1259,664,19
kentang,1584,2813,20
bayam,958,1669,28
cabai,1011,1636,25
bayam,1890,1249,25
jambu air,202,1247,21
stroberi,1353,641,20
bayam,87,1223,23
stroberi,1469,650,20
cabai,873,1504,22
kentang,701,3109,14
cabai,377,1935,26
cabai,118,1016,23
jambu air,293,1335,20
cabai,896,1183,22
jambu air,281,1477,27
bayam,204,1325,28
kentang,1803,2842,14
jambu air,465,2849,25
bayam,658,1635,26
cabai,228,1241,30
cabai,850,1171,21
stroberi,1274,607,17
