tanaman,ketinggian,hujan,temperatur
jambu air,155,2183,12
stroberi,1181,642,18
bayam,868,1577,23
bayam,343,1654,24
jambu air,308,918,22
bayam,345,1445,21
cabai,603,1820,22
jambu air,106,1355,15
cabai,19,1195,20
jambu air,58,606,25
jambu air,152,1602,15
kentang,379,2779,17
jambu air,39,1999,17
bayam,222,1624,23
bayam,1203,1061,23
jambu air,360,642,21
kentang,1867,2712,13
stroberi,1152,674,20
kentang,785,2726,19
jambu air,202,1596,17
cabai,150,1696,28
bayam,464,1669,27
cabai,122,864,30
bayam,1129,1567,23
kentang,462,2641,18
kentang,928,2522,19
jambu air,479,2115,20
cabai,439,1300,19
bayam,978,1177,24
stroberi,1321,673,18
jambu air,410,1485,19
stroberi,1369,625,18
bayam,628,1374,28
jambu air,160,1744,16
cabai,983,1737,26
stroberi,1123,606,19
stroberi,1266,685,19
stroberi,1263,668,20
stroberi,1207,695,19
kentang,2742,2762,21
stroberi,1376,640,20
bayam,79,1272,28
stroberi,1492,607,19
bayam,1540,1988,20
kentang,2217,2834,24
kentang,573,3581,18
stroberi,1014,697,18
bayam,1999,1651,20
jambu air,356,1211,16
kentang,1207,3233,15
jambu air,210,1942,24
stroberi,1291,642,19
kentang,2734,3587,17
jambu air,98,2592,14
cabai,158,1962,21
cabai,560,1394,18
kentang,2988,3365,17
bayam,1902,1608,30
bayam,333,1273,26
cabai,1371,1533,28
cabai,1052,882,19
jambu air,356,686,19
kentang,1825,3033,24
cabai,30,1814,28
jambu air,390,1897,22
kentang,2157,3160,17
jambu air,19,2351,18
stroberi,1345,697,19
kentang,2599,3287,19
cabai,1300,1382,18
kentang,1069,3310,17
cabai,1200,1786,25
cabai,909,1491,22
jambu air,344,2136,24
jambu air,322,2474,15
jambu air,481,1697,24
cabai,159,1030,20
jambu air,348,1605,20
cabai,164,1165,25
stroberi,1378,608,19
jambu air,387,1025,13
cabai,978,1211,20
jambu air,118,2512,15
bayam,1614,1306,29
stroberi,1495,694,19
kentang,1541,3549,23
cabai,1055,1256,21
jambu air,282,2041,13
cabai,97,1834,24
cabai,249,1157,29
jambu air,252,1369,28
jambu air,153,871,25
jambu air,190,1911,24
bayam,868,1137,22
bayam,280,1878,20
cabai,881,1351,22
kentang,1979,2404,16
kentang,400,3547,13
jambu air,16,1685,20
jambu air,187,1654,27
cabai,551,1232,21
bayam,944,1820,21
bayam,1345,1012,26
bayam,897,1939,24
stroberi,1298,700,17
stroberi,1436,686,19
bayam,812,1335,25
bayam,760,1229,27
bayam,606,1325,24
stroberi,1308,645,18
stroberi,1331,643,19
cabai,118,1729,20
kentang,1612,2756,13
stroberi,1247,613,19
jambu air,463,1248,19
stroberi,1161,613,20
stroberi,1040,691,19
kentang,2315,3302,21
jambu air,310,1667,20
jambu air,450,969,13
stroberi,1123,700,18
bayam,276,1051,24
stroberi,1432,600,18
jambu air,382,1955,27
kentang,1987,3566,23
bayam,1697,1752,21
cabai,1095,1353,19
stroberi,1184,623,20
jambu air,418,839,27
jambu air,47,2327,21
kentang,1085,3213,24
kentang,1431,2917,14
bayam,1545,1195,28
kentang,2153,3385,18
kentang,1414,2760,17
cabai,122,1343,28
stroberi,1085,689,17
jambu air,7,2539,20
kentang,676,3010,17
bayam,1504,1404,29
jambu air,365,2776,13
bayam,1076,1300,27
jambu air,475,2739,16
bayam,24,1592,28
stroberi,1243,642,19
stroberi,1373,666,17
jambu air,149,1018,24
stroberi,1275,668,17
cabai,1127,1586,26
jambu air,215,1576,10
bayam,441,1806,29
cabai,76,965,26
jambu air,375,522,26
kentang,944,2966,15
stroberi,1322,632,20
stroberi,1300,632,19
jambu air,463,663,17
kentang,701,2639,22
kentang,351,3017,14
jambu air,105,1055,13
bayam,88,1663,20
kentang,1934,3490,18
jambu air,119,1794,14
jambu air,182,2391,28
cabai,597,923,23
cabai,1319,1679,21
jambu air,174,1193,24
cabai,433,1573,19
stroberi,1134,688,20
kentang,1833,2750,14
bayam,892,1504,26
bayam,564,1088,27
kentang,1912,2559,22
jambu air,287,1800,10
cabai,582,1553,24
stroberi,1479,604,19
stroberi,1247,664,18
stroberi,1391,636,18
stroberi,1025,621,17
jambu air,206,2143,17
kentang,2917,2931,17
bayam,351,1338,21
jambu air,31,2661,22
cabai,768,909,25
kentang,1975,2870,20
bayam,745,1618,22
stroberi,1206,633,19
jambu air,335,2684,11
stroberi,1260,680,20
kentang,2328,2501,15
cabai,397,1728,24
bayam,1054,1243,23
jambu air,370,1025,19
cabai,978,1379,29
stroberi,1120,700,19
jambu air,411,2394,10
stroberi,1389,662,20
cabai,815,1041,20
kentang,1565,2574,24
kentang,1414,2749,16
jambu air,398,2740,24
kentang,585,3279,17
kentang,470,3269,17
stroberi,1090,669,17
bayam,569,1473,20
cabai,428,1454,23
jambu air,273,651,16
jambu air,226,1555,25
bayam,335,1446,21
stroberi,1046,627,17
jambu air,413,823,21
cabai,575,1853,30
stroberi,1096,632,17
cabai,1160,1100,21
jambu air,315,2444,18
bayam,1437,1853,29
bayam,1414,1467,27
cabai,518,1396,24
jambu air,447,1154,14
jambu air,191,1554,12
kentang,621,3111,22
kentang,815,2495,14
cabai,910,1082,23
kentang,2731,2731,13
cabai,381,1389,24
jambu air,434,1991,21
stroberi,1060,688,19
jambu air,275,2880,27
bayam,1154,1422,21
jambu air,337,1561,13
stroberi,1348,601,20
bayam,1024,1087,22
kentang,793,2768,22
bayam,1461,1926,21
kentang,2603,3546,18
kentang,313,3205,13
kentang,2071,2678,18
stroberi,1001,651,17
cabai,844,1871,20
stroberi,1334,651,17
cabai,191,1718,19
bayam,1589,1800,20
kentang,953,3368,18
stroberi,1178,693,19
cabai,81,1587,19
bayam,314,1117,30
stroberi,1326,614,18
bayam,429,1169,30
jambu air,146,630,10
jambu air,178,972,11
bayam,791,1665,23
stroberi,1134,621,19
cabai,250,1764,20
kentang,323,2570,22
cabai,666,1400,18
stroberi,1179,629,17
bayam,1648,1675,26
kentang,685,2736,13
bayam,17,1039,28
jambu air,307,1814,23
cabai,681,1325,21
bayam,177,1099,25
bayam,65,1026,25
stroberi,1323,648,20
kentang,1286,3056,17
bayam,745,1923,21
kentang,1130,2454,22
cabai,1209,828,18
kentang,964,3276,15
stroberi,1180,682,17
stroberi,1010,633,19
stroberi,1098,609,20
stroberi,1384,606,19
stroberi,1476,614,20
jambu air,81,1128,22
cabai,1102,1235,20
jambu air,276,1666,19
cabai,623,1101,24
stroberi,1238,676,17
cabai,801,1815,18
bayam,1180,1566,27
cabai,871,1145,26
cabai,1101,1085,19
jambu air,493,2978,15
stroberi,1087,699,17
kentang,1553,2471,15
jambu air,39,1149,15
bayam,1701,1505,29
jambu air,385,2783,15
jambu air,88,816,19
cabai,1298,1813,26
stroberi,1324,663,17
stroberi,1069,673,20
kentang,2644,2603,22
cabai,16,848,29
bayam,1899,1125,23
bayam,244,1220,20
jambu air,277,1074,19
stroberi,1477,699,17
jambu air,439,1351,10
bayam,923,1827,22
jambu air,395,1303,27
bayam,684,1417,22
cabai,1335,1684,28
kentang,1488,2488,22
kentang,2400,2837,24
cabai,277,1016,19
kentang,2336,3315,13
stroberi,1098,642,18
stroberi,1460,676,17
jambu air,94,1349,17
stroberi,1462,655,17
bayam,473,1539,20
bayam,1097,1228,21
bayam,670,1173,27
stroberi,1407,693,20
jambu air,454,1028,17
kentang,2550,3190,17
cabai,823,1426,26
kentang,1938,3123,15
jambu air,359,851,27
kentang,573,2513,20
bayam,1136,1838,20
bayam,1444,1158,27
kentang,1084,3309,14
stroberi,1449,641,18
stroberi,1268,685,18
kentang,1244,2622,22
kentang,2078,2871,21
stroberi,1353,692,20
cabai,876,1095,26
cabai,894,856,26
jambu air,160,2335,16
jambu air,107,857,27
cabai,961,905,18
bayam,1260,1379,23
cabai,1153,1594,18
stroberi,1115,662,17
bayam,438,1312,24
stroberi,1429,659,19
kentang,1561,2611,15
jambu air,107,736,27
cabai,734,1320,24
stroberi,1152,636,17
kentang,1459,2926,18
stroberi,1152,613,19
kentang,2643,2747,18
kentang,1748,2927,18
cabai,291,1683,27
cabai,158,1249,30
cabai,476,1127,29
cabai,1344,1091,20
stroberi,1189,698,17
bayam,1316,1596,24
kentang,759,2708,15
jambu air,481,1875,22
jambu air,254,2833,24
cabai,738,1670,27
cabai,568,1506,19
bayam,1950,1206,20
kentang,1038,2985,22
kentang,2091,3474,24
bayam,585,1125,28
cabai,488,1230,22
kentang,803,2936,21
cabai,414,1701,19
cabai,1387,933,19
jambu air,285,1480,17
cabai,580,1774,26
kentang,1908,3416,17
cabai,517,1838,18
stroberi,1172,683,18
stroberi,1402,623,18
cabai,402,830,29
jambu air,305,1382,24
stroberi,1201,698,20
kentang,1351,2923,14
bayam,1374,1534,25
cabai,1116,1641,23
jambu air,197,2195,26
bayam,1851,1558,24
stroberi,1359,698,17
cabai,166,1848,30
stroberi,1081,638,20
kentang,1092,3436,17
bayam,952,1297,21
kentang,580,3365,16
bayam,1149,1070,30
kentang,2491,2949,24
jambu air,123,549,27
jambu air,284,1431,21
stroberi,1309,647,20
kentang,1111,2658,15
kentang,699,2431,13
cabai,522,856,20
jambu air,357,923,26
cabai,1280,1083,26
cabai,213,1255,25
cabai,1216,1322,20
stroberi,1318,667,20
jambu air,300,895,19
stroberi,1015,682,17
bayam,684,1384,23
kentang,1980,3297,22
stroberi,1294,640,20
stroberi,1401,629,18
bayam,1725,1012,24
bayam,291,1030,21
jambu air,11,2226,22
cabai,802,888,21
jambu air,383,1637,14
jambu air,209,2691,15
cabai,1000,1034,25
stroberi,1067,671,19
kentang,951,2847,13
jambu air,409,602,26
stroberi,1135,603,20
jambu air,21,1863,28
jambu air,32,2040,23
bayam,563,1223,30
kentang,883,2944,13
stroberi,1070,675,19
jambu air,302,1256,21
jambu air,346,543,13
kentang,881,3174,21
stroberi,1352,680,17
kentang,2477,3570,17
bayam,921,1706,23
jambu air,115,1393,25
stroberi,1062,700,18
cabai,107,1360,20
kentang,1674,3427,19
stroberi,1307,602,19
jambu air,471,1165,11
kentang,2016,2971,24
stroberi,1353,688,19
cabai,325,1448,25
kentang,545,2650,18
cabai,523,1319,24
cabai,21,1859,22
bayam,1094,1234,26
stroberi,1397,683,17
bayam,760,1267,21
stroberi,1074,653,17
cabai,832,1658,21
kentang,1438,3107,15
cabai,839,1848,25
jambu air,392,1171,26
kentang,1097,2982,19
bayam,211,1815,20
cabai,1266,1172,25
stroberi,1071,697,17
kentang,718,3163,21
stroberi,1406,638,18
stroberi,1403,692,17
cabai,292,1862,25
kentang,2231,3264,14
stroberi,1225,619,19
bayam,243,1158,24
jambu air,217,625,22
jambu air,251,1869,24
bayam,1511,1549,27
cabai,791,835,18
stroberi,1448,650,20
jambu air,61,1923,13
kentang,1221,2557,19
cabai,892,1323,27
kentang,1604,2874,17
kentang,432,3257,20
cabai,486,1324,27
cabai,318,1549,22
bayam,234,1537,29
stroberi,1489,614,19
stroberi,1285,664,18
jambu air,441,625,10
cabai,1347,1594,29
jambu air,100,2477,18
kentang,2826,2580,16
stroberi,1402,670,18
cabai,80,816,21
cabai,907,906,25
stroberi,1382,685,17
kentang,567,2652,19
bayam,1157,1963,21
stroberi,1209,626,17
kentang,510,3342,24
kentang,1217,2690,17
jambu air,204,833,12
kentang,2273,2723,22
jambu air,143,2573,21
bayam,1724,1308,20
bayam,335,1770,20
stroberi,1137,690,19
stroberi,1256,696,17
cabai,1150,1540,28
cabai,552,806,18
stroberi,1429,601,19
bayam,276,1738,20
kentang,1484,2992,13
stroberi,1036,690,19
bayam,1706,1855,25
cabai,1377,1399,20
cabai,244,1523,19
jambu air,442,1768,18
stroberi,1021,613,20
stroberi,1165,632,17
kentang,2070,3510,18
stroberi,1454,670,17
kentang,1000,3423,20
kentang,1266,3100,22
kentang,1418,3394,17
stroberi,1237,653,19
stroberi,1237,681,17
bayam,1918,1385,20
bayam,621,1338,26
stroberi,1112,691,19
jambu air,210,557,20
bayam,430,1171,23
stroberi,1463,632,17
stroberi,1479,687,19
jambu air,484,2184,26
bayam,473,1032,23
stroberi,1347,602,18
cabai,371,1765,25
cabai,649,1764,28
jambu air,464,2401,24
jambu air,420,860,26
kentang,338,2847,23
kentang,1979,2645,18
kentang,2629,2674,18
jambu air,415,998,12
stroberi,1036,622,19
cabai,69,1259,26
jambu air,231,2592,21
stroberi,1112,643,20
bayam,1059,1459,22
stroberi,1493,659,20
kentang,1429,3386,18
stroberi,1298,684,17
kentang,2672,2731,23
jambu air,305,726,12
stroberi,1068,601,20
bayam,628,1748,30
kentang,1868,3066,20
cabai,327,1172,30
kentang,2508,2952,20
jambu air,330,1317,22
stroberi,1259,687,17
cabai,1247,986,19
jambu air,381,2901,24
cabai,772,1497,21
bayam,445,1890,21
stroberi,1106,636,17
cabai,589,1753,21
cabai,557,1602,30
stroberi,1187,636,19
kentang,1853,2548,20
jambu air,437,1866,10
cabai,344,1233,24
cabai,1077,1765,19
jambu air,18,2956,19
bayam,1383,1473,28
stroberi,1080,615,17
kentang,2124,3296,13
stroberi,1365,694,19
bayam,1676,1411,21
cabai,424,1801,20
bayam,1085,1531,27
cabai,1169,977,27
stroberi,1468,688,17
stroberi,1414,627,20
cabai,447,1813,29
jambu air,131,1368,10
bayam,1149,1118,21
jambu air,82,2227,24
kentang,517,3313,24
bayam,49,1548,20
jambu air,401,1548,23
stroberi,1498,685,19
cabai,913,999,26
cabai,444,1771,30
jambu air,151,1767,10
jambu air,411,992,23
jambu air,456,1452,20
cabai,259,1911,26
jambu air,166,2029,18
kentang,926,2426,19
cabai,20,1806,18
jambu air,29,2283,16
bayam,505,1975,24
stroberi,1040,693,18
kentang,2062,2484,17
cabai,1260,967,23
jambu air,294,1737,14
stroberi,1118,630,17
kentang,1155,3005,17
stroberi,1138,657,20
kentang,563,3285,13
cabai,67,1923,24
cabai,490,1117,25
jambu air,128,1715,12
stroberi,1365,648,18
cabai,406,1956,27
stroberi,1368,697,20
bayam,323,1304,22
kentang,2992,2540,18
bayam,1485,1044,20
stroberi,1194,671,18
bayam,1403,1704,21
stroberi,1479,607,20
jambu air,43,1641,11
bayam,1824,1820,27
cabai,1257,1215,18
stroberi,1130,649,20
kentang,1249,3316,21
stroberi,1199,675,19
kentang,753,2459,24
bayam,1078,1610,25
stroberi,1246,700,20
cabai,990,1266,19
stroberi,1314,627,20
kentang,806,2445,22
cabai,309,985,26
bayam,205,1740,23
jambu air,260,2926,22
cabai,916,1280,24
cabai,1139,952,29
bayam,750,1012,23
kentang,2729,3428,23
kentang,1854,2781,22
jambu air,144,2490,28
stroberi,1474,626,17
kentang,2015,2742,14
jambu air,13,2506,11
kentang,1031,2413,16
cabai,996,990,18
bayam,1151,1767,27
jambu air,323,2868,23
kentang,2481,2439,17
kentang,553,3312,20
kentang,376,2710,20
cabai,578,1220,21
bayam,585,1410,24
stroberi,1372,678,17
kentang,2823,2712,17
stroberi,1184,640,20
jambu air,112,2495,16
kentang,1942,3598,15
kentang,571,2401,19
bayam,1802,1219,28
bayam,529,1886,28
bayam,1862,1861,26
cabai,559,1775,25
jambu air,279,947,19
cabai,900,1169,25
cabai,372,1533,30
stroberi,1143,698,17
kentang,496,2425,24
jambu air,72,2499,11
bayam,1420,1443,29
cabai,82,1740,29
kentang,964,3279,17
stroberi,1038,618,17
cabai,130,1170,29
stroberi,1179,615,18
kentang,1431,2736,20
jambu air,446,2761,28
kentang,2805,2901,16
bayam,832,1705,26
bayam,1916,1569,27
kentang,778,3377,21
stroberi,1484,631,20
kentang,1380,3175,20
jambu air,214,1456,11
bayam,122,1440,29
stroberi,1290,601,19
stroberi,1282,689,20
jambu air,69,1781,15
jambu air,459,1209,24
bayam,1407,1615,26
stroberi,1201,634,19
stroberi,1480,680,19
jambu air,93,2512,23
kentang,2351,3037,24
jambu air,201,1813,16
cabai,562,838,30
cabai,540,920,20
bayam,1214,1091,27
kentang,2399,2989,14
bayam,653,1106,20
stroberi,1366,602,20
stroberi,1358,621,20
jambu air,43,1887,16
kentang,428,3277,18
stroberi,1084,600,19
jambu air,393,1793,17
bayam,1819,1161,27
cabai,585,1420,20
kentang,1443,2834,17
cabai,710,1640,28
cabai,1291,1910,30
bayam,781,1946,25
cabai,363,1243,24
stroberi,1124,683,20
bayam,723,1410,29
bayam,719,1413,26
jambu air,276,2644,14
bayam,1369,1951,25
jambu air,40,2683,26
bayam,1842,1044,27
cabai,731,1767,30
kentang,1772,3224,21
stroberi,1305,617,17
kentang,956,3139,15
jambu air,303,1506,21
cabai,1040,1611,22
bayam,1825,1287,30
cabai,1139,979,29
kentang,1962,2660,23
bayam,386,1990,28
bayam,986,1327,25
stroberi,1170,679,19
kentang,2831,2718,14
kentang,2774,3324,13
jambu air,272,2588,15
bayam,1460,1046,22
jambu air,151,2995,12
jambu air,371,2402,25
stroberi,1278,645,17
jambu air,74,1313,23
stroberi,1362,626,17
bayam,127,1158,20
jambu air,418,861,11
kentang,1949,3386,16
jambu air,140,849,13
cabai,1159,1864,21
kentang,1348,3386,17
jambu air,381,1602,21
stroberi,1027,644,18
bayam,1593,1556,29
stroberi,1211,641,17
bayam,1519,1631,23
stroberi,1253,641,17
stroberi,1198,672,20
jambu air,54,1377,28
cabai,638,965,24
bayam,1824,1751,23
cabai,152,824,27
cabai,205,1645,25
kentang,1749,3222,18
jambu air,147,1007,11
jambu air,290,2490,10
stroberi,1361,627,17
kentang,2512,3116,15
cabai,305,1437,25
cabai,1290,884,20
jambu air,450,2919,20
stroberi,1027,646,19
cabai,1152,1221,20
cabai,426,875,19
stroberi,1365,700,20
stroberi,1253,685,20
kentang,354,2542,23
jambu air,329,1610,28
cabai,1134,1866,19
kentang,2562,3016,23
kentang,1941,3569,24
bayam,1117,1166,26
cabai,1260,870,25
stroberi,1496,639,19
stroberi,1010,658,20
kentang,1030,2497,15
cabai,453,1822,28
cabai,359,1052,20
cabai,1085,1354,22
stroberi,1468,674,20
stroberi,1279,697,17
cabai,772,1428,24
jambu air,40,959,17
stroberi,1484,610,20
jambu air,287,1800,20
jambu air,155,1002,16
cabai,100,1139,21
stroberi,1330,698,18
bayam,486,1622,21
jambu air,187,1110,13
stroberi,1175,653,19
kentang,1998,2749,18
cabai,832,1877,30
stroberi,1107,651,18
jambu air,385,2066,22
kentang,323,3434,20
stroberi,1378,692,18
bayam,550,1111,29
bayam,1848,1771,22
cabai,1138,1430,23
bayam,1377,1035,25
cabai,381,1714,27
bayam,297,1150,23
bayam,1907,1673,21
stroberi,1203,675,18
bayam,898,1199,21
kentang,818,3147,21
stroberi,1248,612,19
bayam,1386,1172,30
kentang,1966,3384,16
stroberi,1214,687,19
kentang,1297,3576,14
kentang,687,2726,13
bayam,830,1684,27
cabai,397,1900,29
bayam,1070,1344,22
kentang,1038,2869,22
kentang,1658,3436,18
stroberi,1196,606,17
kentang,1790,3030,21
stroberi,1276,686,20
kentang,1325,3102,21
jambu air,445,1011,23
stroberi,1232,613,20
bayam,569,1535,22
stroberi,1476,648,18
bayam,34,1333,26
kentang,522,3235,20
kentang,2038,2518,15
cabai,179,1463,18
jambu air,33,1536,15
cabai,1155,1467,25
jambu air,369,1741,16
bayam,781,1035,26
stroberi,1170,667,17
stroberi,1062,666,17
cabai,162,1890,18
jambu air,65,950,21
bayam,1994,1813,23
bayam,1833,1163,28
kentang,2740,3448,19
cabai,326,1137,25
jambu air,10,2417,10
bayam,577,1955,20
jambu air,470,2971,10
kentang,1795,2402,19
bayam,1381,1187,25
jambu air,244,2316,17
stroberi,1452,686,17
cabai,1217,1892,25
jambu air,218,1969,19
stroberi,1129,631,17
cabai,384,1077,23
bayam,655,1221,27
cabai,29,1090,29
kentang,2663,2586,14
stroberi,1198,633,17
bayam,937,1313,21
stroberi,1385,611,19
stroberi,1331,631,17
stroberi,1191,629,17
cabai,460,1129,19
kentang,875,2649,17
cabai,465,1495,25
bayam,225,1456,28
bayam,1464,1209,22
kentang,835,3256,16
cabai,796,1808,30
stroberi,1279,678,18
jambu air,105,1886,16
stroberi,1049,698,19
cabai,1144,1301,25
bayam,322,1847,24
cabai,362,1460,28
stroberi,1443,674,17
cabai,154,1132,28
cabai,1319,1675,20
stroberi,1269,612,17
kentang,2612,2769,17
cabai,1194,1501,20
jambu air,469,2140,11
bayam,547,1358,27
kentang,2494,3452,22
bayam,185,1009,28
kentang,2445,2683,20
jambu air,253,742,10
kentang,2583,3255,19
cabai,474,1640,19
kentang,1976,3579,15
cabai,462,1811,22
stroberi,1243,646,17
kentang,1495,2782,16
kentang,2264,2689,19
stroberi,1183,651,19
bayam,857,1126,21
kentang,1480,3173,18
cabai,125,1586,23
kentang,936,2421,19
stroberi,1126,664,17
jambu air,310,2298,16
jambu air,194,2135,13
stroberi,1189,665,19
kentang,2237,3141,24
jambu air,186,1427,15
jambu air,205,1949,20
kentang,1923,2436,23
bayam,203,1673,24
bayam,825,1227,20
jambu air,78,1419,10
bayam,875,1087,26
jambu air,316,2535,11
kentang,2597,3190,21
stroberi,1451,660,18
stroberi,1207,635,19
jambu air,145,2025,19
jambu air,327,1067,14
kentang,2802,3113,15
kentang,1511,2628,19
kentang,2388,2573,24
cabai,979,1116,20
bayam,1184,1755,24
jambu air,280,1863,25
stroberi,1490,655,18
kentang,346,2704,24
stroberi,1144,691,17
jambu air,248,854,22
cabai,104,1297,25
bayam,1818,1013,21
jambu air,466,2286,17
jambu air,368,1266,12
bayam,1109,1188,27
jambu air,428,793,28
bayam,832,1821,26
bayam,1001,1310,29
kentang,2884,2564,21
cabai,1323,1157,29
jambu air,341,605,28
kentang,2708,2848,23
jambu air,177,908,21
bayam,1698,1100,21
bayam,1579,1139,30
bayam,22,1971,25
stroberi,1386,626,19
bayam,233,1390,27
cabai,772,1332,23
bayam,109,1262,24
stroberi,1425,693,17
cabai,78,1094,25
jambu air,102,2717,18
cabai,106,1496,22
kentang,1651,2825,18
bayam,1377,1203,25
jambu air,357,1335,26
stroberi,1022,656,19
jambu air,478,2135,24
cabai,241,1880,30
bayam,534,1551,25
stroberi,1026,615,19
stroberi,1377,690,18
cabai,834,1856,20
jambu air,448,2769,24
stroberi,1204,621,17
stroberi,1057,622,19
kentang,426,3544,22
bayam,855,1415,30
kentang,1466,3533,13
cabai,468,1823,27
kentang,2421,2768,24
stroberi,1330,620,18
kentang,1976,2685,18
jambu air,179,716,10
kentang,1934,3316,24
stroberi,1370,649,17
kentang,1452,3402,15
jambu air,238,2298,26
stroberi,1101,629,20
bayam,1914,1749,23
stroberi,1254,651,17
bayam,1402,1920,24
cabai,1203,1981,22
bayam,765,1561,20
bayam,1914,1854,27
jambu air,178,1248,24
bayam,806,2000,29
bayam,1196,1133,28
jambu air,265,1482,19
bayam,1436,1163,20
kentang,597,3198,23
cabai,1156,1500,23
stroberi,1436,651,17
cabai,1116,1570,26
bayam,1306,1241,29
kentang,1707,3441,21
stroberi,1231,600,20
jambu air,391,889,23
cabai,798,872,25
stroberi,1046,699,17
jambu air,125,771,13
kentang,1201,2929,14
jambu air,319,1572,20
jambu air,209,2872,24
stroberi,1387,613,17
stroberi,1272,617,18
stroberi,1068,685,19
stroberi,1142,622,20
bayam,1969,1625,26
stroberi,1285,689,20
bayam,1479,1122,30
bayam,35,1368,27
bayam,977,1980,23
cabai,932,1539,24
stroberi,1177,655,18
jambu air,356,2087,15
kentang,1271,2491,17
kentang,1620,2992,14
cabai,326,1536,21
jambu air,316,2163,21
bayam,1337,1891,24
cabai,365,1705,20
stroberi,1049,663,18
stroberi,1385,613,19
cabai,1084,1092,25
kentang,1185,2606,19
bayam,1727,1753,24
kentang,1046,2883,21
kentang,422,3144,20
bayam,1537,1054,29
jambu air,459,2930,21
jambu air,405,2047,26
stroberi,1155,699,19
cabai,256,1796,19
kentang,2112,3241,16
stroberi,1480,610,18
jambu air,323,1964,20
kentang,2286,3404,18
bayam,1303,1395,27
kentang,2576,2629,21
stroberi,1197,652,19
cabai,318,1833,30
cabai,1079,1279,27
bayam,1495,1714,27
bayam,1771,1017,25
cabai,824,901,18
bayam,1367,1996,21
jambu air,68,2928,25
bayam,1848,1460,22
cabai,999,1845,20
cabai,694,1097,30
bayam,1454,1352,30
jambu air,198,2525,12
cabai,864,1223,28
kentang,1938,3335,24
cabai,1258,1187,30
kentang,879,3479,21
bayam,200,1800,26
jambu air,60,1416,16
bayam,1256,1607,20
bayam,551,1608,29
kentang,899,2840,18
stroberi,1006,624,17
stroberi,1344,665,17
jambu air,22,2253,18
jambu air,207,814,10
cabai,23,1690,26
stroberi,1355,678,18
bayam,1130,1402,24
bayam,1192,1805,23
jambu air,125,779,24
cabai,1283,1976,28
cabai,982,1096,27
jambu air,43,754,11
jambu air,496,1702,15
jambu air,163,1158,19
bayam,1070,1222,26
cabai,542,1825,27
cabai,261,931,27
bayam,1177,1741,29
bayam,1311,1013,25
jambu air,303,1414,22
kentang,1406,3440,14
kentang,2707,3194,15
stroberi,1223,600,19
bayam,1952,1081,20
stroberi,1281,622,19
cabai,572,1315,24
stroberi,1146,664,18
bayam,1434,1612,23
jambu air,184,1180,13
jambu air,152,2634,18
bayam,84,1119,22
stroberi,1436,658,18
bayam,1788,1434,22
cabai,625,1538,18
kentang,1359,3585,24
cabai,425,1902,18
stroberi,1188,659,17
bayam,181,1602,21
bayam,1984,1456,30
cabai,959,1040,19
bayam,176,1430,25
bayam,1012,1459,23
cabai,828,1125,18
cabai,1109,953,30
stroberi,1159,687,19
stroberi,1189,615,18
cabai,62,1668,27
jambu air,131,521,14
cabai,114,1764,18
stroberi,1348,642,20
kentang,1966,3411,16
bayam,141,1518,24
stroberi,1427,669,18
bayam,757,1495,25
bayam,1104,1481,21
kentang,740,2535,21
cabai,569,1355,19
bayam,1676,1791,29
jambu air,367,1714,13
kentang,2715,2696,14
kentang,2169,2604,21
stroberi,1212,698,18
jambu air,348,1416,26
kentang,2813,3492,16
kentang,1986,3257,14
bayam,1869,1185,28
cabai,212,1428,21
cabai,563,1018,24
kentang,735,2414,16
stroberi,1292,608,17
kentang,508,3517,18
stroberi,1070,631,18
stroberi,1298,653,17
bayam,1395,1999,23
jambu air,431,1910,15
bayam,289,1237,21
cabai,962,1707,23
bayam,845,1944,20
jambu air,482,1440,12
kentang,2092,2784,23
jambu air,388,535,15
kentang,851,3360,15
kentang,2623,2897,24
cabai,321,975,27
kentang,446,2593,20
cabai,1006,1269,28
cabai,1330,862,23
cabai,695,850,20
kentang,2206,3480,18
stroberi,1089,636,20
jambu air,331,1045,24
kentang,2951,3321,14
cabai,1050,1837,20
stroberi,1123,659,19
cabai,181,1508,28
stroberi,1189,674,17
kentang,2181,2706,21
bayam,951,1909,27
bayam,39,1318,28
stroberi,1314,632,19
bayam,557,1682,24
jambu air,164,2570,11
stroberi,1153,678,20
kentang,710,3370,22
stroberi,1094,674,17
cabai,595,1680,29
stroberi,1493,626,17
stroberi,1362,644,20
bayam,1374,1699,21
stroberi,1078,665,19
bayam,277,1009,20
kentang,792,3367,23
cabai,455,1424,23
cabai,1161,1416,18
stroberi,1111,647,18
cabai,55,1079,21
stroberi,1191,644,18
cabai,1268,1387,25
stroberi,1300,653,20
cabai,564,1411,30
bayam,518,1878,22
kentang,2526,2481,23
kentang,1436,3234,16
cabai,41,1545,22
kentang,1380,2625,24
stroberi,1184,639,20
cabai,956,1938,28
stroberi,1257,643,19
kentang,2726,2720,23
bayam,767,1438,26
kentang,1226,3074,13
cabai,1234,1036,29
cabai,561,1614,23
jambu air,205,1992,12
kentang,2652,3326,15
bayam,672,1822,23
kentang,2266,3470,14
jambu air,244,1076,28
cabai,1176,1595,18
bayam,655,1407,26
bayam,714,1469,30
stroberi,1397,620,19
bayam,1185,1491,28
cabai,698,1719,20
bayam,320,1704,30
jambu air,180,1122,10
stroberi,1077,660,19
